,Full Alpha Trinity rebuilt,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold
2022-04-14,0.9940929137938969,0.9186711206184481,0.9205813327765603,0.9357318571933166,0.9755173358411466,0.9154856154392368,0.9669207630479013,0.9716525221189678
2022-04-18,0.99919856018008,0.9190488141183077,0.91967353102474,0.9369201618166838,0.9781014482253267,0.9157444222467154,0.9667924603784543,0.9718006543358847
2022-04-19,1.0010929613870188,0.9338848394733967,0.9263353668362303,0.9451656098461655,0.9747940043612605,0.9259424730723045,0.9717148524426593,0.9653061575375801
2022-04-20,0.9963023566123375,0.933192187086537,0.9280423407071802,0.9453351071051665,0.9809620613508552,0.9254621265589978,0.9749259516448324,0.970273782418998
2022-04-21,0.9839868313145115,0.9192376270307979,0.9176693750771795,0.9291744978990906,0.9678830857742842,0.9158025874246432,0.9648373365743337,0.9672576322321179
2022-04-22,0.9743291889884653,0.8940145228679731,0.9021934805825043,0.9118765004817819,0.9466547883640588,0.8982544907974342,0.9514492619919859,0.9646509812372419
2022-04-25,0.9706028253866815,0.8991976065030309,0.9077503298416973,0.9128411916189637,0.9392920913148339,0.9018560502320985,0.9522205696753552,0.9647592239806616
2022-04-26,0.9740803846582475,0.8731563130527479,0.8930841636644778,0.8946049173445714,0.9321716403033178,0.8842744223468956,0.9412166319610279,0.9696398254245365
2022-04-27,0.9748942674934648,0.8756112869643966,0.8931444744074027,0.8943480845557747,0.9327183696021968,0.8859417213596693,0.9417461070862881,0.9656409958089215
2022-04-28,0.9793062073264633,0.8977287909285897,0.9065317001626428,0.9185688628356493,0.9433792208750023,0.9008765534550931,0.955836072317353,0.9688140050462696
2022-04-29,0.9773256155891283,0.8645526703320582,0.8842449016268779,0.894669560865267,0.9297021754762016,0.8783107433998084,0.9368725633732429,0.9636069896518024
2022-05-02,0.9743624786466416,0.8697566655047361,0.8855081844196487,0.8988214533239393,0.9282181556789608,0.8817714825331737,0.9358627536798149,0.9552770245307642
2022-05-03,0.974256234496245,0.873743731002718,0.88874046856314,0.9031982002339723,0.9332677496215964,0.88431046476231,0.9392312054245489,0.9573621267670875
2022-05-04,0.9730698381807715,0.9003518015648672,0.9072612133533526,0.9237949412726426,0.947161128784018,0.9015633738238139,0.9538894583138727,0.9602554653482693
2022-05-05,0.9760322924356847,0.8683507875677918,0.8843089747137175,0.8972088681878939,0.9435772561084034,0.8810126829136616,0.9359845463072739,0.9535495331477974
2022-05-06,0.9773989874400412,0.8631677716076129,0.8796501382843749,0.8912555431266929,0.9490429420356442,0.8777436535589528,0.9315729968501146,0.9505344728000215
2022-05-09,0.9733244432585563,0.835531313583742,0.8644680354149484,0.8641318000606764,0.9247866303624029,0.8610299254395413,0.913559001584072,0.94974763294611
2022-05-10,0.9719081095191894,0.8374619425326756,0.8667164767932606,0.8675860101811809,0.9239843214697335,0.8622102927585192,0.9148998990348611,0.9506837932811728
2022-05-11,0.9748117053170315,0.8241580087639194,0.8597340218164987,0.860100519431441,0.9305430249479189,0.8541725082520868,0.9124065216093313,0.9577778581367733
2022-05-12,0.9745249425983822,0.8232974550021892,0.8598299960753104,0.8589665409978819,0.9318566035099793,0.8536411389756313,0.9126274018167764,0.9562339557512446
2022-05-13,0.970762624547413,0.8429808289174743,0.8706824652684263,0.8775878130101791,0.9444892616571976,0.8656470721412485,0.9235322250989709,0.9494091349841066
2022-05-16,0.9716268147791868,0.8395604051816006,0.8693415569495494,0.8775577792835253,0.955777004557131,0.863548548164571,0.924870155825481,0.9510164516192555
2022-05-17,0.9657846252090991,0.8568304252358396,0.8781648872785172,0.8909063232435065,0.9580725304196106,0.8738852040675547,0.9320196280299279,0.9435250113633666
