,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold,Full Alpha Trinity rebuilt,Prediction-only MLP/RF,Crisis-only deterministic,Full Alpha Trinity rebuilt no-cost,Full Alpha Trinity no-leverage
2025-06-13,-0.011179962144145295,-0.008135677423496968,-0.009032136510577882,-0.008737934674229564,-0.005054058122153093,-0.006740222669083695,0.0036774439333628894,-0.007319702888891166,-0.014360288903001894,-0.005359972058964768,-0.00731249568351644,-0.007319702888891166
2025-06-16,0.009514092086442716,0.004886251763432048,0.005598686183760249,0.011307032984468446,0.004306456341701903,0.0025682249565577298,-0.00727115213279661,0.0069683781910201414,0.01215842033636827,0.0038578576691647992,0.006975296545408849,0.0069683781910201414
2025-06-17,-0.0085450325365789,-0.0039051034778591065,-0.005438422489379313,-0.004490684498826836,-0.003867309752047632,-0.0031256378070171342,0.0042668197483952675,-0.004018740284090105,-0.006907456268319789,-0.0041801104709185966,-0.004015124360505995,-0.004018740284090105
2025-06-18,-0.00015073907087492788,0.0001946441795157572,0.0003235139854615987,0.0012731936046270764,-6.891725019642081e-05,0.00022836641834889093,-0.001258205351181152,-8.982072804120111e-05,0.002009476215045325,-6.808124146595596e-05,-8.764757901313924e-05,-8.982072804120111e-05
2025-06-20,-0.002348432728309091,-0.0010437265170827326,-0.003220729757187124,-0.008187257537835335,-0.00106244586398907,-0.002160479956435979,-0.0005221287198530211,-0.003133657610351226,-0.0063627902343107445,-0.002570190971150299,-0.0031296477069637785,-0.003133657610351226
2025-06-23,0.009877272330390152,0.0067370605388870075,0.00814829673296713,0.011451806652181595,0.004477727749932603,0.006032938415734712,0.0010674251174405125,0.008551999773531938,0.011701132431602979,0.005979082229523147,0.00855733148773652,0.008551999773531938
2025-06-24,0.011047312688599487,0.008250809151941096,0.008653280957644727,0.010278575751219154,0.005008257236499336,0.005410608460451716,-0.005586892226970175,0.006761183369691892,0.016360852550059146,0.004739463729585669,0.006769370480509185,0.006761183369691892
2025-06-25,0.0005602631887811071,0.0002953084375600934,-0.0018744330060711523,0.009216278034260172,0.0002536774931667374,-0.003133479983274956,0.0006903193386880169,6.845996554827316e-05,0.007166834095769792,-0.0014877748747867958,7.396802096959476e-05,6.845996554827316e-05
2025-06-26,0.007823983437742932,0.005784943577266111,0.0055330783725653365,0.005589815831124945,0.003546584751344284,0.004139020022912554,-0.00014954299270442117,0.006594135013673341,0.004471359338176661,0.0035738410125560893,0.006599012677151128,0.006594135013673341
2025-06-27,0.0049683312642012645,0.0018468437088983158,0.0016847380679672064,0.005133212415667554,0.0022732031859198365,0.000618264680100733,-0.008130049539345485,0.002075072376069187,0.0055443011711378,0.0005205182022751664,0.002080413468330322,0.002075072376069187
